title,ingredients
Bittersweet Chocolate Pecan Bourbon Cake,"['fine-quality bittersweet chocolate, chopped', 'unsweetened chocolate, chopped', '(1/2 cup) unsalted butter, softened', 'sugar', 'eggs, separated', 'bourbon', 'all-purpose flour', 'pecans, toasted lightly, cooled, and chopped fine', 'fine-quality bittersweet chocolate, chopped', 'heavy cream', 'halves', 'lightly sweetened whipped cream as an accompaniment']"
Black Walnut Jiffy Cake,"['black walnuts* (about 4 ounces)', '(1 cup) unsalted butter', 'sugar', 'sifted all-purpose flour (sift before measuring)', 'salt', 'lemon extract', 'vanilla', 'eggs', '*available by mail order from American Spoon Foods, tel. (800) 222-5886']"
Blackberry Brown-Sugar Cake,"['blackberries (about 3 1/2 cups)', 'sugar', 'fresh lemon juice', 'walnuts (2 oz)', 'granulated sugar', '(1 cup) unsalted butter, softened, plus additional for greasing pans', 'all-purpose flour', '1/4 teaspoons baking soda', 'salt', 'well-shaken buttermilk', 'finely grated fresh orange zest', 'fresh orange juice', '1/2 teaspoons vanilla', 'packed light brown sugar', 'eggs', 'egg whites at room temperature', 'salt', 'packed dark brown sugar', 'water', '(1 1/2 cups) unsalted butter, cut into pieces and softened', '1/2 teaspoons vanilla', 'blackberries (about 3 1/2 cups)', 'Special equipment: a heavy-duty stand mixer with whisk and paddle attachments; 3 (8-inch) round cake pans; 3 cooling racks; a candy thermometer']"
Blackberry Jam Cake with Caramel Icing,"['(1 cup) unsalted butter', 'sugar', 'eggs, beaten', 'plus 1 tablespoon sifted all-purpose flour', '1/2 teaspoons allspice', '1/2 teaspoons ground cloves', 'cinnamon', 'salt', 'buttermilk', 'baking soda', 'chopped raisins or dates', 'chopped pecans', 'seedless blackberry jam', 'light brown sugar', 'evaporated milk', '(1/2 cup) unsalted butter']"
Blueberry and Orange Layer Cake with Cream Cheese Frosting,"['1/2 cups cake flour', 'baking powder', 'salt', 'plus 2 tablespoons (1 1/4 sticks) unsalted butter, room temperature', '1/2 cups sugar', 'frozen orange juice concentrate, thawed', '1/2 teaspoons grated orange peel', 'vanilla extract', 'eggs', 'whole milk', '1/2-pint baskets blueberries', 'sugar', 'fresh lemon juice', '8-ounce package cream cheese, room temperature', '(1 stick) unsalted butter, room temperature', '1/4 cups powdered sugar', 'frozen orange juice concentrate, thawed', 'grated orange peel', 'vanilla extract', '1/2-pint baskets blueberries']"
Blueberry-Buttermilk Bundt Cake,"['all purpose flour', 'baking powder', 'salt', '2/3 cups sugar', '(1 1/2 sticks) unsalted butter, room temperature', 'eggs', 'grated orange peel', 'vanilla extract', 'buttermilk', 'frozen blueberries', 'Powdered sugar']"
Blueberry-Lemon Cake with Lemon Cream Cheese Frosting,"['plus 6 tablespoons cake flour', 'baking powder', 'salt', 'fresh blueberries (about three 4.4-ounce packages)', 'whole milk', 'vanilla extract', 'grated lemon peel', '(2 sticks) unsalted butter, room temperature', '1/2 cups sugar', 'eggs', 'Lemon Cream Cheese Frosting', 'Lemon peel strips (optional)']"
Blueberry-Lemon Icebox Cake,"['mascarpone or plain whole-milk Greek yogurt, room temperature', 'powdered sugar', 'finely grated lemon zest', '1/2 cups chilled heavy cream', 'homemade or store-bought lemon curd, divided', 'crackers, divided', '1/2 cups Blueberry–Chia Seed Jam, divided', 'fresh blueberries']"
Blueberry Lemon Pound Cake,"['milk', 'eggs', '1/2 tablespoons vanilla extract', '2/3 cups all-purpose flour', 'double-acting baking powder', '1/4 teaspoons salt', '(1 1/2 cups) unsalted butter, softened', 'granulated sugar', 'firmly packed light brown sugar', 'freshly grated lemon zest', 'picked over blueberries, tossed with 1 1/2 tablespoons flour', 'fresh lemon juice', 'granulated sugar']"
Blueberry-Raspberry Cake,"['sugar', 'all purpose flour', 'cinnamon', 'salt', '(1 stick) butter', 'all purpose flour', 'baking powder', 'salt', '( 1 stick) unsalted butter, room temperature', '1/2 cups sugar', '', 'sour cream', 'fresh blueberries or frozen, thawed', 'fresh raspberries or frozen, unsweetened, thawed']"
Blueberry Streusel Cake,"['all-purpose flour', 'plus 1 teaspoon packed dark brown sugar', 'plus 1 teaspoon granulated sugar', 'cinnamon', 'cold unsalted butter, cut into 1/2-inch pieces', 'all-purpose flour', 'baking powder', 'baking soda', 'salt', 'sour cream', 'pure vanilla extract', 'unsalted butter, softened', 'granulated sugar', 'egg', 'blueberries (3 1/4 cups)', 'Accompaniment: sweetened whipped cream']"
Boiled Raisin Cake,"['brewed coffee (not espresso)', '1/2 cups jumbo raisins (15 ounces)', 'dried currants (10 ounces)', 'chopped candied orange peel* (4 ounces)', 'packed dark brown sugar', 'granulated sugar', 'freshly grated nutmeg', '(1/4 cup) unsalted butter plus additional for greasing', 'all-purpose flour', 'baking powder', 'baking soda', 'salt', 'Special equipment: a 10-inch tube pan (4 1/2 inches high; without a removable bottom)']"
Brandied Peach Compote Cake,"['2/3 cups sugar', 'bean, chopped', '1/2 cups water', 'brandy (kosher for Passover)', 'peach or apricot preserves', 'or frozen unsweetened raspberries (optional)', '1/4 pounds frozen unsweetened sliced peaches (about 5 cups), thawed', 'matzo cake meal', 'potato starch', 'eggs, separated', '(1/2 stick) unsalted pareve margarine, melted', 'liquid nondairy creamer', 'brandy (kosher for Passover)', 'coarse salt', 'Fresh raspberries (optional)']"
"Brown Butter, Ginger, and Sour Cream Coffee Cake","['plus 2 tablespoons (4 1/4 sticks; or more) unsalted butter', '1/4 cups all-purpose flour', '(packed) dark brown sugar', 'kosher salt', 'chopped crystallized ginger', 'Unsalted butter (for pan)', 'all-purpose flour', 'whole wheat flour', 'baking powder', 'kosher salt', 'ground cinnamon', 'ground ginger', 'baking soda', 'ground allspice', '3/4 cups sugar', 'eggs', '1/2 cups sour cream', 'whole milk', 'vanilla extract', 'almonds with skins, coarsely chopped', 'Special equipment: A nonstick 10"" tube pan with removable bottom']"
Brown Butter-Polenta Cake with Maple Caramel,"['(1 1/2 sticks) unsalted butter, plus more for pan', 'pure maple syrup', 'almond flour or meal', 'quick-cooking polenta', '1/2 teaspoon baking powder', 'kosher salt', 'plus 1 tablespoon sugar', 'eggs', 'heavy cream', 'sour cream', 'Special equipment: A candy thermometer']"
Brown Butter Pound Cake,"['1/4 sticks unsalted butter', 'sifted cake flour (not self-rising; sift before measuring)', 'baking powder', 'salt', 'packed light brown sugar', 'granulated sugar', 'eggs', 'pure vanilla extract']"
Brown-Sugar Spice Cake with Cream and Caramelized Apples,"['apples (3 1/2 pounds)', '(6 tablespoons) unsalted butter, softened', 'packed light brown sugar', '1/2 cups all-purpose flour', '1/2 teaspoons baking powder', 'baking soda', 'salt', 'ground allspice', 'freshly grated nutmeg', 'ground cloves', '(1/2 cup) unsalted butter, softened', 'packed light brown sugar', 'egg', 'dark amber or Grade B maple syrup', 'sour cream', 'vanilla', '1/4 cups chilled heavy cream', 'sour cream', 'sugar', 'Special equipment: an 8-inch square nonstick cake pan (2 inches deep)']"
Buckwheat Banana Cake With Yogurt-Espresso Frosting,"['Nonstick vegetable oil spray', 'whole wheat flour', 'buckwheat flour or whole wheat flour', 'ground cinnamon', 'kosher salt', 'baking soda', 'baking powder', 'ripe bananas', '(packed) dark brown sugar', 'eggs, beaten to blend', 'olive oil', 'sour cream', 'cream cheese, room temperature', 'plain Greek yogurt', 'Pinch of kosher salt', 'powdered sugar', 'espresso powder']"
Buttermilk Cake with Lemon-and Thyme-Glazed Pear Compote and Greek Yogurt Ice Cream,"['sugar', 'water', '1/2 tablespoons fresh lemon juice', '1/2 teaspoons finely grated lemon peel, divided', '1/2 teaspoons fresh thyme leaves, divided', 'firm but ripe Bosc pears, peeled, halved, cored, cut into 1/2-inch cubes (about 2 1/2 cups)', 'plus 2 tablespoons all purpose flour', '1/2 teaspoons baking powder', 'salt', 'sugar', '(1/2 stick) unsalted butter, room temperature', 'egg', 'egg yolk', 'buttermilk', 'vanilla extract', 'crème fraîche or sour cream', 'Greek Yogurt Ice Cream', 'Special equipment: 8-inch-diameter cake pan with 2-inch-high sides']"
Buttermilk Cake with Sour Milk Jam and Gin-Poached cherries,"['1/4 cups (2 1/2 sticks) unsalted butter, room temperature, plus more', 'all-purpose flour plus more', 'baking soda', 'kosher salt', 'sugar', 'eggs', 'buttermilk', 'whole milk', 'sugar', 'crème fraîche', 'dried tart cherries', 'gin', 'sugar', 'juniper berries', 'Fennel fronds (for serving)', 'Special equipment: A 9""-diameter cake pan']"
Buttermilk Spice Cake with Pear Compote and Crème Fraîche,"['sugar', 'fresh lime juice', 'Large pinch of salt', 'pears (about 1 1/2 pounds total), peeled, quartered, cored, cut into 1/2-inch cubes', 'plus 1 tablespoon all purpose flour', 'cornstarch', 'salt', '(scant) baking powder', 'baking soda', 'ground allspice', 'ground ginger', 'ground black pepper', 'ground whole star anise*', '(1 stick) unsalted butter, room temperature', 'sugar', 'eggs', '3-inch piece vanilla bean, split lengthwise', 'finely grated lime peel', 'buttermilk', 'Powdered sugar', '1/2 cups crème fraîche**']"
Caramel-Glazed Walnut Cake,"['1-inch-thick slices French bread, crust trimmed, bread cut into cubes', '1/2 cups walnuts, lightly toasted', 'sugar', 'egg yolks', 'dark rum', 'instant espresso coffee powder dissolved in 1 teaspoon\xa0water', 'grated lemon peel', 'egg whites', 'Pinch of salt', 'sugar', 'water', 'halves']"
Cardamom Apple Almond Cake,"['Vegetable oil for greasing pan', 'matzo meal (not cake meal), plus additional for dusting', 'slivered almonds (4 1/2 oz), toasted and cooled', 'salt', 'Scant 1/2 teaspoon ground cardamom', 'eggs, separated, at room temperature for 30 minutes', 'granulated sugar', 'Smith apples, peeled and coarsely grated', 'granulated sugar', 'potato starch', 'Special equipment: a 9- to 9 1/2-inch (24-cm) springform pan; an electric coffee/spice grinder']"
Carrot-Almond Cake with Brandied Whipped Cream,"['sifted all purpose flour', 'baking soda', 'ground cinnamon', 'baking powder', 'salt', 'eggs', 'vegetable oil', 'sugar', '(packed) golden brown sugar', '1/2 cups finely grated peeled carrots (about 1 pound)', '8-ounce can crushed pineapple in syrup, drained', 'brandy', 'vanilla extract', 'grated orange peel', 'sliced almonds, toasted', 'dried currants', 'orange marmalade', 'Brandied Whipped Cream']"
Carrot-Banana Cake,"['all purpose flour', 'ground cinnamon', 'baking soda', 'salt', 'vegetable oil', 'sugar', 'firmly packed golden brown sugar', 'eggs', '1/2 cups finely grated carrots (about 1 1/2 large)', 'drained canned crushed pineapple in juice', 'mashed ripe banana', 'chopped pecans', '8-ounce package cream cheese, room temperature', 'powdered sugar', 'unsalted butter, room temperature', 'ground cinnamon', 'Additional ground cinnamon']"
Carrot Cake with Cream Cheese-Lemon Zest Frosting,"['dried shredded organic unsweetened coconut', 'About 1 pound organic farm-fresh carrots, peeled and cut into 2-inch Lengths (3 cups)', 'chopped organic pineapple', '1/2 cups organic all-purpose flour', 'organic whole wheat pastry flour', '1/2 cups organic cane sugar', 'baking soda', '1/4 teaspoons organic ground cinnamon', 'Pinch of freshly grated organic nutmeg', 'salt', 'dark-brown sugar', 'organic canola oil', 'organic vanilla extract', 'eggs', 'Cream Cheese-Lemon Zest Frosting', 'chopped toasted organic walnuts', 'organic golden raisins, plumped in warm water for 20 minutes and drained', 'minced fresh organic ginger']"
Carrot Cake with Lime and Mascarpone Topping,"['1/4 cups all-purpose flour', 'teaspoons baking powder', 'ground cinnamon, preferably freshly ground', 'ground cloves', 'freshly grated nutmeg', 'light muscovado or light brown sugar', '(scant) sunflower oil', 'large eggs', '1/2 cups coarsely grated organic carrots', 'shelled walnuts, roughly chopped', '', '(scant) mascarpone', '(3/4 stick) unsalted butter, softened', ""unrefined confectioners' sugar"", 'juice of 1/2 lemon, or to taste']"
Carrot Cake with Maple-Cream Cheese Icing,"['all purpose flour', 'baking soda', 'salt', 'ground cinnamon', 'sugar', '1/4 cups canola oil', 'eggs', 'grated peeled carrots', '1/4 cups coarsely chopped walnuts', 'minced peeled ginger', 'cream cheese (such as Philadelphia), room temperature', 'unsalted butter, room temperature', '1/2 cups powdered sugar', 'pure maple syrup', 'halves (for garnish)']"
Carrot Cake with Marmalade Cream Cheese Frosting,"['unbleached all purpose flour', 'baking soda', 'baking powder', 'ground cinnamon', 'salt', 'eggs', 'vegetable oil', 'sugar', 'packed golden brown sugar', 'orange marmalade', 'orange juice', '(lightly packed) grated peeled carrots', 'chopped toasted walnuts', '8-ounce packages cream cheese, room temperature', 'powdered sugar', '1/4 cups (about) orange marmalade', '(3/4 stick) unsalted butter, room temperature', 'grated orange peel', '1/4 cups finely chopped toasted walnuts (about 6 ounces)']"
Carrot-Orange Cake with Cream Cheese Frosting,"['1/2 cups vegetable oil', '(packed) golden brown sugar', 'sugar', 'eggs', 'orange juice', 'grated orange peel', 'all purpose flour', 'baking soda', 'baking powder', 'ground cinnamon', 'ground ginger', 'ground nutmeg', 'salt', 'finely grated peeled carrots', 'raisins', '8-ounce package cream cheese, room temperature', '(2 sticks) unsalted butter', 'orange juice', 'grated orange peel', 'powdered sugar, sifted']"
Carrot-Walnut Bundt Cake with Lemon Cream Cheese Icing,"['1/4 cups all purpose flour', 'ground cinnamon', '1/4 teaspoons baking soda', 'salt', '1/4 cups sugar', 'olive oil', 'eggs', '1/2 cups grated carrots (about 3 large)', 'chopped toasted walnuts', 'Lemon Cream Cheese Icing']"
Carrot-Walnut Loaf Cake,"['vegetable oil, plus more', '1/4 cups plus 1 tablespoon all-purpose flour; plus more', '1/2 teaspoons baking powder', '1/2 teaspoons ground cinnamon', 'kosher salt', 'golden raisins', 'walnuts, coarsely chopped', 'eggs', 'granulated sugar', 'vanilla extract', 'carrots, coarsely grated (about 2 cups)', 'light brown sugar']"
Cherry-Almond Ice Cream Cake with Milk Chocolate Sauce,"['whipping cream', 'unsalted butter', 'imported milk chocolate, chopped', 'vanilla extract', 'cherry or cherry-vanilla ice cream, softened slightly', 'coarsely crushed amaretti cookies (about 9 ounces) or almond macaroons']"
Cherry-Cornmeal Upside-Down Cake,"['(1 1/2 sticks) unsalted butter, room temperature, divided', '(packed) dark brown sugar', 'balsamic vinegar', 'whole pitted fresh Bing cherries or other dark sweet cherries (about 21 ounces whole unpitted cherries)', '1/4 cups all purpose flour', 'yellow cornmeal (preferably stone-ground medium grind)', 'baking powder', 'salt', 'sugar', 'eggs, separated', 'vanilla extract', 'whole milk', 'cream of tartar']"
"Cherry, Pistachio & Coconut Cake","['/100g sugar, plus 1 1/2 tbsp/20g for the topping', '/90g light brown sugar', '1/4 cup/180g ground almonds', '/30g ground pistachios', '/45g desiccated coconut', 'plus 1 tbsp/50g self-rising flour (preferably Gold Medal brand)', 'A pinch of salt', '1/4 tsp ground mahleb', '/150g butter, melted', 'eggs', '/300g cherries', 'Scant 1/2 cup/50g roughly chopped pistachios, for the topping']"
Cherry Upside-Down Cake,"['(1/2 stick) unsalted butter', '(packed) golden brown sugar', 'cherries, halved, pitted', '1/2 cups all purpose flour', 'baking powder', 'salt', 'sugar', '(1 stick) unsalted butter, room temperature', 'eggs, separated', '1/2 teaspoons vanilla extract', 'whole milk', 'cream of tartar', 'chilled whipping cream', '1/2 tablespoons powdered sugar']"
Cherry-Vanilla Tea Cake with Vanilla Sugar,"['1/2 cups all purpose flour', 'baking powder', 'baking soda', 'salt', 'ground nutmeg', '(1 stick) unsalted butter, room temperature', 'plus 1 tablespoon sugar', 'eggs, room temperature', 'vanilla extract', 'sour cream', 'grated lemon peel', 'canned pitted sweet cherries, halved, drained', 'bean, split lengthwise', 'powdered sugar']"
Chestnut Cake with Maple Icing,"['all purpose flour', 'baking powder', 'salt', '3/4 cups peeled roasted chestnuts (about 12 ounces) or jarred chestnuts (about 8 ounces)', 'plus 1 tablespoon (packed) golden brown sugar', '(1 stick) unsalted butter, room temperature', 'pure maple syrup', 'vanilla extract', 'eggs', 'powdered sugar', '(1/2 stick) unsalted butter, melted', 'pure maple syrup', 'maple extract (optional)']"
